,close
2024-01-12,1245.677001953125
2024-01-15,1244.67529296875
2024-01-16,1241.988037109375
2024-01-17,1242.5009765625
2024-01-18,1222.420654296875
2024-01-19,1228.3568115234375
2024-01-23,1203.317138671875
2024-01-24,1228.259033203125
2024-01-25,1212.722412109375
2024-01-29,1220.7349853515625
2024-01-30,1217.559326171875
2024-01-31,1224.374755859375
2024-02-01,1205.7113037109375
2024-02-02,1212.3558349609375
2024-02-05,1203.2193603515625
2024-02-06,1200.263427734375
2024-02-07,1221.248046875
2024-02-08,1183.847412109375
2024-02-09,1197.0635986328125
2024-02-12,1201.436279296875
2024-02-13,1200.6055908203125
2024-02-14,1215.091796875
2024-02-15,1202.132568359375
2024-02-16,1218.8399658203125
2024-02-19,1231.3829345703125
2024-02-20,1244.1951904296875
2024-02-21,1246.2532958984375
2024-02-22,1255.831787109375
2024-02-23,1263.5975341796875
2024-02-26,1265.9984130859375
2024-02-27,1273.249755859375
2024-02-28,1259.6287841796875
2024-02-29,1272.0247802734375
2024-03-01,1274.5970458984375
2024-03-04,1268.546142578125
2024-03-05,1243.8277587890625
2024-03-06,1241.0841064453125
2024-03-07,1254.75390625
2024-03-11,1279.521240234375
2024-03-12,1269.060546875
2024-03-13,1265.5328369140625
2024-03-14,1280.133544921875
2024-03-15,1275.675048828125
2024-03-18,1264.259033203125
2024-03-19,1222.9556884765625
2024-03-20,1249.5113525390625
2024-03-21,1251.1771240234375
2024-03-22,1260.853759765625
2024-03-26,1267.0762939453125
2024-03-27,1257.448486328125
2024-03-28,1284.8372802734375
2024-04-01,1266.831298828125
2024-04-02,1285.3028564453125
2024-04-03,1251.3240966796875
2024-04-04,1249.1929931640625
2024-04-05,1243.337890625
2024-04-08,1223.9356689453125
2024-04-09,1226.262939453125
2024-04-10,1238.4139404296875
2024-04-12,1242.6275634765625
2024-04-15,1251.1771240234375
2024-04-16,1247.4781494140625
2024-04-18,1206.542236328125
2024-04-19,1194.36669921875
2024-04-22,1204.65576171875
2024-04-23,1225.50341796875
2024-04-24,1224.9644775390625
2024-04-25,1255.5867919921875
2024-04-26,1216.4393310546875
2024-04-29,1229.6927490234375
2024-04-30,1228.5166015625
2024-05-02,1230.9176025390625
2024-05-03,1203.3819580078125
2024-05-06,1204.01904296875
2024-05-07,1229.129150390625
2024-05-08,1243.9993896484375
2024-05-09,1231.48095703125
2024-05-10,1241.1575927734375
2024-05-13,1232.8529052734375
2024-05-14,1218.693115234375
2024-05-15,1207.7425537109375
2024-05-16,1209.3839111328125
2024-05-17,1198.1884765625
2024-05-21,1205.6849365234375
2024-05-22,1209.7757568359375
2024-05-23,1212.2255859375
2024-05-24,1209.0899658203125
2024-05-27,1205.24365234375
2024-05-28,1201.2261962890625
2024-05-29,1213.22998046875
2024-05-30,1178.2471923828125
2024-05-31,1153.79833984375
2024-06-03,1153.871826171875
2024-06-04,1189.49169921875
2024-06-05,1229.71728515625
2024-06-06,1210.8782958984375
2024-06-07,1226.09130859375
2024-06-10,1248.5068359375
2024-06-11,1245.4447021484375
2024-06-12,1243.16650390625
2024-06-13,1250.246337890625
2024-06-14,1245.714111328125
2024-06-18,1249.560546875
2024-06-19,1237.6544189453125
2024-06-20,1244.36669921875
2024-06-21,1224.1070556640625
2024-06-24,1239.6142578125
2024-06-25,1232.4608154296875
2024-06-26,1241.672119140625
2024-06-27,1241.42724609375
2024-06-28,1250.197265625
2024-07-01,1258.257080078125
2024-07-02,1246.6695556640625
2024-07-03,1250.1239013671875
2024-07-04,1247.0125732421875
2024-07-05,1261.2213134765625
2024-07-08,1275.552490234375
2024-07-09,1290.1043701171875
2024-07-10,1281.9464111328125
2024-07-11,1270.554931640625
2024-07-12,1278.2962646484375
2024-07-15,1276.3856201171875
2024-07-16,1283.0040283203125
2024-07-18,1292.72265625
2024-07-19,1278.3538818359375
2024-07-22,1273.162353515625
2024-07-23,1270.3330078125
2024-07-24,1250.57568359375
2024-07-25,1220.681884765625
2024-07-26,1218.83642578125
2024-07-29,1215.5888671875
2024-07-30,1209.3638916015625
2024-07-31,1208.7242431640625
2024-08-01,1222.330322265625
2024-08-02,1227.79248046875
2024-08-05,1235.5672607421875
2024-08-06,1234.3863525390625
2024-08-07,1241.423095703125
2024-08-08,1224.8399658203125
2024-08-09,1232.5164794921875
2024-08-12,1216.9666748046875
2024-08-13,1222.6746826171875
2024-08-14,1217.7047119140625
2024-08-16,1242.7271728515625
2024-08-19,1231.753662109375
2024-08-20,1239.30712890625
2024-08-21,1255.6689453125
2024-08-22,1255.2998046875
2024-08-23,1244.5723876953125
2024-08-26,1239.823974609375
2024-08-27,1240.7587890625
2024-08-28,1226.5130615234375
2024-08-29,1232.442626953125
2024-08-30,1230.57275390625
2024-09-02,1235.0751953125
2024-09-03,1245.335205078125
2024-09-04,1247.3035888671875
2024-09-05,1232.6148681640625
2024-09-06,1231.7783203125
2024-09-09,1238.446044921875
2024-09-10,1247.672607421875
2024-09-11,1243.4161376953125
2024-09-12,1243.9080810546875
2024-09-13,1245.655029296875
2024-09-16,1254.6109619140625
2024-09-17,1253.2576904296875
2024-09-18,1278.00927734375
2024-09-19,1296.2410888671875
2024-09-20,1328.3984375
2024-09-23,1340.9957275390625
2024-09-24,1326.848388671875
2024-09-25,1327.3160400390625
2024-09-26,1355.9305419921875
2024-09-27,1351.108154296875
2024-09-30,1323.674560546875
2024-10-01,1332.089111328125
2024-10-03,1316.244140625
2024-10-04,1278.5013427734375
2024-10-07,1266.5439453125
2024-10-08,1270.431396484375
2024-10-09,1238.076904296875
2024-10-10,1236.330078125
2024-10-11,1236.0103759765625
2024-10-14,1231.2125244140625
2024-10-15,1222.453369140625
2024-10-16,1211.6275634765625
2024-10-17,1170.51416015625
2024-10-18,1156.514404296875
2024-10-21,1158.6796875
2024-10-22,1156.514404296875
2024-10-23,1145.147216796875
2024-10-24,1111.439697265625
2024-10-25,1112.448486328125
2024-10-28,1118.03369140625
2024-10-29,1115.7454833984375
2024-10-30,1120.1251220703125
2024-10-31,1113.5557861328125
2024-11-01,1123.0775146484375
2024-11-04,1105.3133544921875
2024-11-05,1113.309814453125
2024-11-06,1119.7806396484375
2024-11-07,1113.506591796875
2024-11-08,1129.646728515625
2024-11-11,1121.478271484375
2024-11-12,1110.2342529296875
2024-11-13,1099.9251708984375
2024-11-14,1074.115478515625
2024-11-18,1089.07470703125
2024-11-19,1089.542236328125
2024-11-21,1088.0904541015625
2024-11-22,1105.854736328125
2024-11-25,1110.6031494140625
2024-11-26,1114.6876220703125
2024-11-27,1118.9686279296875
2024-11-28,1100.417236328125
2024-11-29,1099.6297607421875
2024-12-02,1108.0936279296875
2024-12-03,1112.9405517578125
2024-12-04,1111.0216064453125
2024-12-05,1114.810546875
2024-12-06,1115.9422607421875
2024-12-09,1096.7757568359375
2024-12-10,1089.6898193359375
2024-12-11,1102.779052734375
2024-12-12,1094.413818359375
2024-12-13,1108.905517578125
2024-12-16,1101.6473388671875
2024-12-17,1084.0308837890625
2024-12-18,1076.6988525390625
2024-12-19,1063.0927734375
2024-12-20,1064.6182861328125
2024-12-23,1058.7625732421875
2024-12-24,1066.19287109375
2024-12-26,1057.9259033203125
2024-12-27,1065.6517333984375
2024-12-30,1062.8466796875
2024-12-31,1067.8414306640625
2025-01-01,1067.44775390625
2025-01-02,1082.677490234375
2025-01-03,1098.6702880859375
2025-01-06,1075.1978759765625
2025-01-07,1088.8040771484375
2025-01-08,1092.3717041015625
2025-01-09,1110.160400390625
2025-01-10,1106.14990234375
2025-01-13,1100.95849609375
2025-01-14,1091.953369140625
2025-01-15,1082.4068603515625
2025-01-16,1067.4722900390625
2025-01-17,1091.04296875
2025-01-20,1089.46826171875
2025-01-21,1080.832275390625
2025-01-22,1086.41748046875
2025-01-23,1082.0626220703125
2025-01-24,1086.466552734375
2025-01-27,1070.154052734375
2025-01-28,1061.0753173828125
2025-01-29,1073.08203125
2025-01-30,1091.1168212890625
2025-01-31,1138.2828369140625
2025-02-01,1145.171875
2025-02-03,1140.201904296875
2025-02-04,1131.5166015625
2025-02-05,1106.6666259765625
2025-02-06,1101.9918212890625
2025-02-07,1101.9422607421875
2025-02-10,1099.9366455078125
2025-02-11,1087.283447265625
2025-02-12,1086.416748046875
2025-02-13,1078.39404296875
2025-02-14,1087.456787109375
2025-02-17,1097.683349609375
2025-02-18,1100.605224609375
2025-02-19,1091.96337890625
2025-02-20,1092.854736328125
2025-02-21,1096.9156494140625
2025-02-24,1099.6146240234375
2025-02-25,1114.4715576171875
2025-02-27,1128.2391357421875
2025-02-28,1084.38623046875
2025-03-03,1082.35595703125
2025-03-04,1063.0169677734375
2025-03-05,1088.0262451171875
2025-03-06,1090.106201171875
2025-03-07,1108.5535888671875
2025-03-10,1113.481201171875
2025-03-11,1114.966796875
2025-03-12,1087.283447265625
2025-03-13,1085.525390625
2025-03-17,1076.809326171875
2025-03-18,1076.809326171875
2025-03-19,1081.5882568359375
2025-03-20,1100.1842041015625
2025-03-21,1123.6087646484375
2025-03-24,1120.9840087890625
2025-03-25,1116.675537109375
2025-03-26,1111.02978515625
2025-03-27,1110.3365478515625
2025-03-28,1114.64501953125
2025-04-01,1106.349853515625
2025-04-02,1094.8109130859375
2025-04-03,1112.1192626953125
2025-04-04,1120.2906494140625
2025-04-07,1113.7783203125
2025-04-08,1126.8525390625
2025-04-09,1161.2464599609375
2025-04-11,1169.4425048828125
2025-04-15,1172.6614990234375
2025-04-16,1180.2880859375
2025-04-17,1196.7794189453125
2025-04-21,1188.2613525390625
2025-04-22,1192.173828125
2025-04-23,1205.0992431640625
2025-04-24,1205.0001220703125
2025-04-25,1195.244140625
2025-04-28,1191.5299072265625
2025-04-29,1182.3680419921875
2025-04-30,1182.7147216796875
2025-05-02,1154.7835693359375
2025-05-05,1153.000732421875
2025-05-06,1167.015869140625
2025-05-07,1158.0521240234375
2025-05-08,1159.191162109375
2025-05-09,1151.614013671875
2025-05-12,1180.5357666015625
2025-05-13,1173.800537109375
2025-05-14,1173.8995361328125
2025-05-15,1187.6175537109375
2025-05-16,1192.9166259765625
2025-05-19,1192.42138671875
2025-05-20,1168.00634765625
2025-05-21,1184.893798828125
2025-05-22,1169.591064453125
2025-05-23,1195.6898193359375
2025-05-26,1215.3011474609375
2025-05-27,1218.718017578125
2025-05-28,1197.9678955078125
2025-05-29,1205.8917236328125
2025-05-30,1186.6766357421875
2025-06-02,1191.678466796875
2025-06-03,1184.2994384765625
2025-06-04,1187.3204345703125
2025-06-05,1189.202392578125
2025-06-06,1197.0765380859375
2025-06-09,1196.135498046875
2025-06-10,1204.1087646484375
2025-06-11,1198.0670166015625
2025-06-12,1181.42724609375
2025-06-13,1177.0692138671875
2025-06-16,1183.5072021484375
2025-06-17,1169.73974609375
2025-06-18,1159.24072265625
2025-06-19,1148.3951416015625
2025-06-20,1168.947265625
2025-06-23,1168.303466796875
2025-06-24,1171.62158203125
2025-06-25,1190.7374267578125
2025-06-26,1204.1087646484375
2025-06-27,1217.628662109375
2025-06-30,1220.897216796875
2025-07-01,1193.5604248046875
2025-07-02,1182.61572265625
2025-07-03,1182.813720703125
2025-07-04,1189.9752197265625
2025-07-07,1204.5465087890625
2025-07-08,1202.457763671875
2025-07-09,1207.3812255859375
2025-07-10,1194.2520751953125
2025-07-11,1195.29638671875
2025-07-14,1190.02490234375
2025-07-15,1201.662109375
2025-07-16,1223.394775390625
2025-07-17,1217.9739990234375
2025-07-18,1229.4619140625
2025-07-21,1229.660888671875
2025-07-22,1215.1890869140625
2025-07-23,1219.6649169921875
2025-07-24,1154.8150634765625
2025-07-25,1131.192626953125
2025-07-28,1108.6641845703125
2025-07-29,1105.879150390625
2025-07-30,1109.75830078125
2025-07-31,1117.814697265625
2025-08-01,1132.137451171875
2025-08-04,1132.5849609375
2025-08-05,1127.5621337890625
2025-08-06,1110.6534423828125
2025-08-07,1111.300048828125
2025-08-08,1090.6116943359375
2025-08-11,1099.0660400390625
2025-08-12,1085.2406005859375
2025-08-13,1091.009521484375
2025-08-14,1083.5498046875
2025-08-18,1137.9560546875
2025-08-19,1155.1630859375
2025-08-20,1183.907958984375
2025-08-21,1173.0665283203125
2025-08-22,1156.655029296875
2025-08-25,1146.8082275390625
2025-08-26,1155.958740234375
2025-08-28,1156.15771484375
2025-08-29,1149.990966796875
2025-09-01,1168.0933837890625
2025-09-02,1194.4510498046875
2025-09-03,1188.3837890625
2025-09-04,1206.088134765625
2025-09-05,1202.0101318359375
2025-09-08,1181.32177734375
2025-09-09,1195.7440185546875
2025-09-10,1210.9619140625
2025-09-11,1214.244140625
2025-09-12,1211.061279296875
2025-09-15,1205.9886474609375
2025-09-16,1197.7332763671875
2025-09-17,1197.832763671875
2025-09-18,1202.60693359375
2025-09-19,1188.0853271484375
2025-09-22,1181.918701171875
2025-09-23,1162.1256103515625
2025-09-24,1172.270751953125
2025-09-25,1167.1981201171875
2025-09-26,1156.356689453125
2025-09-29,1146.3109130859375
2025-09-30,1146.708740234375
2025-10-01,1160.1363525390625
2025-10-03,1163.6175537109375
2025-10-06,1175.35400390625
2025-10-07,1170.48046875
2025-10-08,1174.1605224609375
2025-10-09,1181.42138671875
2025-10-10,1193.0584716796875
2025-10-13,1181.7197265625
2025-10-14,1169.1873779296875
2025-10-15,1214.8409423828125
2025-10-16,1269.7445068359375
2025-10-17,1282.5751953125
2025-10-20,1278.4971923828125
2025-10-21,1280.3870849609375
2025-10-23,1265.9649658203125
2025-10-24,1275.115478515625
2025-10-27,1276.110107421875
2025-10-28,1264.174560546875
2025-10-29,1266.163818359375
2025-10-30,1273.0267333984375
2025-10-31,1264.7713623046875
2025-11-03,1259.8975830078125
2025-11-04,1258.206787109375
2025-11-06,1259.30078125
2025-11-07,1255.9190673828125
2025-11-10,1256.1180419921875
2025-11-11,1261.2901611328125
2025-11-12,1271.3358154296875
2025-11-13,1268.3519287109375
2025-11-14,1264.7713623046875
2025-11-17,1263.4783935546875
2025-11-18,1258.30615234375
2025-11-19,1272.131591796875
2025-11-20,1272.3304443359375
2025-11-21,1273.8223876953125
2025-11-24,1262.3841552734375
2025-11-25,1256.4163818359375
2025-11-26,1269.9434814453125
2025-11-27,1259.5992431640625
2025-11-28,1254.32763671875
2025-12-01,1253.830322265625
2025-12-02,1252.1395263671875
2025-12-03,1235.2308349609375
2025-12-04,1235.7281494140625
2025-12-05,1240.2039794921875
2025-12-08,1208.2763671875
2025-12-09,1209.27099609375
2025-12-10,1202.805908203125
2025-12-11,1208.4752197265625
2025-12-12,1231.650146484375
2025-12-15,1236.822265625
2025-12-16,1233.937744140625
2025-12-17,1227.969970703125
2025-12-18,1226.8759765625
2025-12-19,1237.7174072265625
2025-12-22,1250.4486083984375
2025-12-23,1249.75244140625
2025-12-24,1252.9351806640625
2025-12-26,1265.7659912109375
2025-12-29,1273.126220703125
2025-12-30,1267.2579345703125
2025-12-31,1281.083251953125
2026-01-01,1288.045654296875
2026-01-02,1272.8277587890625
2026-01-05,1307.5404052734375
2026-01-06,1312.81201171875
2026-01-07,1307.7393798828125
2026-01-08,1299.8818359375
2026-01-09,1292.1236572265625
2026-01-12,1305.352294921875
2026-01-13,1311.618408203125
2026-01-14,1300.0806884765625
2026-01-15,1300.0806884765625
2026-01-16,1308.83349609375
2026-01-19,1308.5350341796875
2026-01-20,1288.7418212890625
2026-01-21,1276.3089599609375
2026-01-22,1298.986572265625
2026-01-23,1286.8521728515625
2026-01-27,1296.3011474609375
2026-01-28,1285.4595947265625
2026-01-29,1280.9837646484375
2026-01-30,1325.244873046875
2026-02-02,1301.2742919921875
2026-02-03,1300.975830078125
2026-02-04,1296.2015380859375
2026-02-05,1296.5
2026-02-06,1303.300048828125
2026-02-09,1295.5999755859375
2026-02-10,1308.5999755859375
2026-02-11,1305.300048828125
2026-02-12,1305.5
2026-02-13,1282.5999755859375
2026-02-16,1289.800048828125
2026-02-17,1285.300048828125
2026-02-18,1300.9000244140625
2026-02-19,1278.5
2026-02-20,1293.800048828125
2026-02-23,1315.0999755859375
2026-02-24,1320.0
2026-02-25,1323.4000244140625
2026-02-26,1318.0
2026-02-27,1291.699951171875
2026-03-02,1279.699951171875
2026-03-04,1245.300048828125
2026-03-05,1250.9000244140625
2026-03-06,1252.4000244140625
2026-03-09,1235.800048828125
2026-03-10,1241.199951171875
2026-03-11,1233.699951171875
2026-03-12,1220.800048828125
2026-03-13,1202.199951171875
2026-03-16,1213.4000244140625
2026-03-17,1206.9000244140625
2026-03-18,1204.800048828125
2026-03-19,1186.300048828125
2026-03-20,1193.5999755859375
2026-03-23,1166.800048828125
2026-03-24,1183.199951171875
2026-03-25,1204.0999755859375
2026-03-27,1193.199951171875
2026-03-30,1174.800048828125
2026-04-01,1180.800048828125
2026-04-02,1191.300048828125
2026-04-06,1216.0
2026-04-07,1222.800048828125
2026-04-08,1213.699951171875
2026-04-09,1228.699951171875
2026-04-10,1249.300048828125
2026-04-13,1226.0999755859375
2026-04-15,1256.5999755859375
2026-04-16,1257.4000244140625
2026-04-17,1285.5999755859375
2026-04-20,1286.4000244140625
2026-04-21,1379.9000244140625
2026-04-22,1395.800048828125
2026-04-23,1410.5
2026-04-24,1421.300048828125
2026-04-27,1417.300048828125
2026-04-28,1440.0
2026-04-29,1465.5999755859375
2026-04-30,1458.5999755859375
2026-05-01,1458.5999755859375
2026-05-04,1457.0999755859375
2026-05-05,1477.800048828125
2026-05-06,1486.0999755859375
2026-05-07,1476.0
2026-05-08,1482.4000244140625
2026-05-11,1481.9000244140625
2026-05-12,1468.5999755859375
2026-05-13,1468.9000244140625
2026-05-14,1459.5999755859375
2026-05-15,1430.5
2026-05-18,1431.699951171875
2026-05-19,1431.4000244140625
2026-05-20,1420.0999755859375
2026-05-21,1406.5
2026-05-22,1423.0999755859375
2026-05-25,1413.5999755859375
2026-05-26,1428.5999755859375
2026-05-27,1427.5
2026-05-28,1427.5
2026-05-29,1421.5
2026-06-01,1391.800048828125
2026-06-02,1398.699951171875
2026-06-03,1391.5
2026-06-04,1382.9000244140625
2026-06-05,1386.199951171875
2026-06-08,1398.9000244140625
2026-06-09,1410.4000244140625
2026-06-10,1438.300048828125
2026-06-11,1422.5
2026-06-12,1375.699951171875
2026-06-15,1374.699951171875
2026-06-16,1391.699951171875
2026-06-17,1407.300048828125
2026-06-18,1400.4000244140625
2026-06-19,1414.800048828125
2026-06-22,1401.9000244140625
2026-06-23,1392.199951171875
2026-06-24,1382.5999755859375
2026-06-25,1402.5999755859375
2026-06-26,1402.5999755859375
2026-06-29,1380.6630859375
2026-06-30,1398.4774169921875
2026-07-01,1446.844970703125
2026-07-02,1439.28125
2026-07-03,1452.8162841796875
2026-07-06,1466.649658203125
2026-07-07,1464.7589111328125
2026-07-08,1443.560791015625
2026-07-09,1456.199951171875
2026-07-10,1455.199951171875
2026-07-13,1427.0
2026-07-14,1427.0999755859375
2026-07-15,1424.4000244140625
2026-07-16,1423.5
2026-07-17,1427.199951171875
2026-07-20,1446.300048828125
2026-07-21,1451.9000244140625
2026-07-22,1493.5999755859375
2026-07-23,1447.9000244140625
2026-07-24,1443.5
2026-07-27,1446.0999755859375
2026-07-28,1491.800048828125
2026-07-29,1503.300048828125
2026-07-30,1520.699951171875
2026-07-31,1509.5999755859375
2026-08-03,1530.0
2026-08-04,1520.0
2026-08-05,1520.0
2026-08-06,1535.0
